window_size,timestamp
32,1680744296.534071
32,1680744296.535271
64,1680744296.536341
64,1680744296.538442
128,1680744296.540502
64,1680744296.5446348
128,1680744296.5470028
128,1680744296.551241
128,1680744296.555304
128,1680744296.5595672
256,1680744296.564065
32,1680744296.572932
64,1680744296.573976
64,1680744296.576053
128,1680744296.5780869
128,1680744296.583137
128,1680744296.587243
64,1680744296.5913448
64,1680744296.593546
128,1680744296.595884
128,1680744296.6004019
128,1680744296.6045709
256,1680744296.608719
128,1680744296.618038
128,1680744296.622387
64,1680744296.6264892
128,1680744296.628572
64,1680744296.633465
128,1680744296.6357162
256,1680744296.639939
256,1680744296.648554
32,1680744296.657063
64,1680744296.658106
64,1680744296.660173
64,1680744296.662425
128,1680744296.664969
256,1680744296.669407
32,1680744296.6778839
64,1680744296.679014
64,1680744296.681429
32,1680744296.683655
16,1680744296.684869
16,1680744296.685487
32,1680744296.6860428
64,1680744296.6870568
64,1680744296.68912
128,1680744296.691231
64,1680744296.695693
128,1680744296.697997
64,1680744296.703939
64,1680744296.706064
32,1680744296.7081869
64,1680744296.709218
128,1680744296.7113159
16,1680744296.716126
32,1680744296.716691
64,1680744296.71772
64,1680744296.720447
128,1680744296.7228
128,1680744296.727167
128,1680744296.733016
64,1680744296.737592
16,1680744296.7397919
32,1680744296.7403362
64,1680744296.7413602
128,1680744296.743424
128,1680744296.747902
128,1680744296.752239
64,1680744296.756341
32,1680744296.7586088
64,1680744296.759665
128,1680744296.761795
32,1680744296.76622
64,1680744296.76736
128,1680744296.769438
64,1680744296.7740119
64,1680744296.776108
32,1680744296.778214
64,1680744296.7792928
128,1680744296.781579
256,1680744296.7859
512,1680744296.794114
256,1680744296.811042
128,1680744296.8200169
128,1680744296.824252
128,1680744296.828469
256,1680744296.8333209
128,1680744296.841921
16,1680744296.8469079
32,1680744296.8477812
64,1680744296.849004
64,1680744296.851583
16,1680744296.8539069
32,1680744296.854454
64,1680744296.8555038
32,1680744296.857633
64,1680744296.858892
64,1680744296.861624
128,1680744296.864074
128,1680744296.8684852
256,1680744296.873496
256,1680744296.8827362
128,1680744296.891169
128,1680744296.895327
128,1680744296.9002109
64,1680744296.9043531
64,1680744296.906425
64,1680744296.908512
128,1680744296.9108741
128,1680744296.915453
64,1680744296.9197938
64,1680744296.921925
128,1680744296.924005
128,1680744296.928122
256,1680744296.932553
32,1680744296.940846
64,1680744296.941914
64,1680744296.944263
64,1680744296.9466062
8,1680744296.94887
16,1680744296.949155
32,1680744296.949672
64,1680744296.950711
128,1680744296.95275
32,1680744296.957145
32,1680744296.958195
32,1680744296.9592488
64,1680744296.960323
128,1680744296.962486
128,1680744296.9672692
64,1680744296.97147
128,1680744296.973539
128,1680744296.977947
64,1680744296.982253
128,1680744296.98431
128,1680744296.988378
16,1680744296.992738
32,1680744296.9932601
32,1680744296.994314
64,1680744296.995348
64,1680744296.997531
64,1680744296.9998531
128,1680744297.001898
128,1680744297.0059981
32,1680744297.010955
64,1680744297.012351
64,1680744297.014742
32,1680744297.016881
32,1680744297.017929
64,1680744297.0190132
64,1680744297.021077
64,1680744297.023094
128,1680744297.0251179
256,1680744297.0294669
128,1680744297.038165
256,1680744297.0421991
64,1680744297.051546
64,1680744297.053663
128,1680744297.055709
256,1680744297.059828
32,1680744297.0688
64,1680744297.06989
128,1680744297.072033
256,1680744297.076101
128,1680744297.085202
256,1680744297.08939
128,1680744297.0978339
256,1680744297.101933
256,1680744297.110464
32,1680744297.1196249
64,1680744297.120769
64,1680744297.122824
64,1680744297.124897
128,1680744297.1269472
256,1680744297.1312819
32,1680744297.139748
64,1680744297.1408
32,1680744297.142984
32,1680744297.1440902
64,1680744297.145215
128,1680744297.1476722
32,1680744297.15217
32,1680744297.153264
64,1680744297.154316
64,1680744297.156523
64,1680744297.158596
128,1680744297.160628
256,1680744297.164882
128,1680744297.17332
128,1680744297.177469
256,1680744297.1820748
128,1680744297.190685
64,1680744297.1949031
128,1680744297.1971278
128,1680744297.201566
64,1680744297.205767
64,1680744297.207882
128,1680744297.20995
256,1680744297.2143009
64,1680744297.2229261
32,1680744297.2250361
64,1680744297.2260742
128,1680744297.228097
256,1680744297.2325492
64,1680744297.240937
128,1680744297.2430542
64,1680744297.247498
128,1680744297.2497191
128,1680744297.253952
128,1680744297.258093
256,1680744297.262191
256,1680744297.2710662
8,1680744297.2796931
16,1680744297.28015
32,1680744297.2807019
64,1680744297.282156
64,1680744297.284281
16,1680744297.2864609
32,1680744297.287043
64,1680744297.288065
64,1680744297.290153
128,1680744297.2921999
128,1680744297.2979252
128,1680744297.302505
256,1680744297.307253
32,1680744297.316087
32,1680744297.317533
64,1680744297.319087
32,1680744297.321277
64,1680744297.322335
16,1680744297.3245928
16,1680744297.325194
32,1680744297.325782
64,1680744297.326806
128,1680744297.3289332
32,1680744297.334531
64,1680744297.335729
64,1680744297.338431
64,1680744297.340825
64,1680744297.342915
32,1680744297.345045
64,1680744297.346157
128,1680744297.348477
256,1680744297.352672
64,1680744297.361408
128,1680744297.363939
64,1680744297.368683
64,1680744297.370751
64,1680744297.372839
128,1680744297.3749602
64,1680744297.37924
128,1680744297.381491
128,1680744297.38581
128,1680744297.390371
64,1680744297.394558
64,1680744297.396895
64,1680744297.3995688
64,1680744297.401781
64,1680744297.403865
64,1680744297.405935
128,1680744297.408013
64,1680744297.412336
128,1680744297.414622
32,1680744297.418962
64,1680744297.419988
128,1680744297.422095
128,1680744297.426579
64,1680744297.431061
64,1680744297.43352
128,1680744297.4356968
128,1680744297.439832
128,1680744297.4440188
64,1680744297.448389
128,1680744297.450539
256,1680744297.4546828
32,1680744297.463284
64,1680744297.464333
128,1680744297.4664168
128,1680744297.470646
64,1680744297.4748979
64,1680744297.477011
128,1680744297.479136
128,1680744297.483466
64,1680744297.487545
128,1680744297.489651
64,1680744297.4942222
64,1680744297.496415
128,1680744297.498832
256,1680744297.502959
128,1680744297.511519
128,1680744297.5160892
256,1680744297.5202508
128,1680744297.5288599
32,1680744297.5330062
64,1680744297.534057
64,1680744297.5361862
128,1680744297.53826
64,1680744297.5423539
128,1680744297.544385
32,1680744297.548769
32,1680744297.5498838
64,1680744297.5509171
64,1680744297.552973
128,1680744297.554997
256,1680744297.559545
128,1680744297.568326
128,1680744297.572428
128,1680744297.576534
32,1680744297.580859
64,1680744297.581908
32,1680744297.584215
32,1680744297.585286
64,1680744297.586344
64,1680744297.5884328
128,1680744297.590528
128,1680744297.594805
32,1680744297.5994382
64,1680744297.6004999
128,1680744297.6026042
128,1680744297.606681
64,1680744297.610821
128,1680744297.612907
128,1680744297.6170611
128,1680744297.621301
64,1680744297.625691
128,1680744297.627757
128,1680744297.632122
256,1680744297.636992
256,1680744297.645121
256,1680744297.653784
256,1680744297.6624708
16,1680744297.6712792
32,1680744297.671854
64,1680744297.672874
64,1680744297.674983
64,1680744297.677058
128,1680744297.6790998
128,1680744297.683396
128,1680744297.687551
128,1680744297.692009
16,1680744297.6963332
32,1680744297.6969962
64,1680744297.6981618
64,1680744297.7012422
128,1680744297.703328
128,1680744297.7074618
128,1680744297.7116191
64,1680744297.716049
128,1680744297.718299
256,1680744297.722427
32,1680744297.731148
64,1680744297.732364
128,1680744297.73441
64,1680744297.738574
64,1680744297.740696
128,1680744297.742739
256,1680744297.746824
64,1680744297.762115
128,1680744297.766283
32,1680744297.772605
64,1680744297.7737238
128,1680744297.7757812
256,1680744297.779864
64,1680744297.7884202
128,1680744297.7904482
256,1680744297.794436
256,1680744297.803115
256,1680744297.811315
32,1680744297.820074
64,1680744297.821167
32,1680744297.8233302
32,1680744297.824446
64,1680744297.8254578
128,1680744297.827486
64,1680744297.8317592
64,1680744297.834086
128,1680744297.836288
128,1680744297.840575
256,1680744297.844717
16,1680744297.8532832
32,1680744297.853827
64,1680744297.854868
128,1680744297.8569138
256,1680744297.860966
128,1680744297.869417
256,1680744297.874204
32,1680744297.882873
32,1680744297.884351
64,1680744297.885411
32,1680744297.887489
64,1680744297.88851
128,1680744297.890528
4,1680744297.894729
8,1680744297.894907
16,1680744297.8951738
32,1680744297.895686
64,1680744297.896789
64,1680744297.898964
64,1680744297.901536
128,1680744297.904073
128,1680744297.908223
16,1680744297.912561
32,1680744297.913147
16,1680744297.914376
16,1680744297.915088
32,1680744297.915714
32,1680744297.916903
64,1680744297.917918
64,1680744297.919959
128,1680744297.921979
256,1680744297.926002
8,1680744297.934326
16,1680744297.934616
32,1680744297.935149
64,1680744297.936173
32,1680744297.938515
64,1680744297.93968
64,1680744297.9418209
128,1680744297.943947
256,1680744297.948205
32,1680744297.957301
64,1680744297.958346
128,1680744297.96036
32,1680744297.964899
16,1680744297.9662
32,1680744297.9667761
64,1680744297.967793
32,1680744297.969919
32,1680744297.970984
32,1680744297.9721978
32,1680744297.9732301
32,1680744297.97431
32,1680744297.97537
64,1680744297.976408
128,1680744297.9784079
64,1680744297.9826062
128,1680744297.9846551
16,1680744297.989131
32,1680744297.9896598
64,1680744297.990678
128,1680744297.9927008
128,1680744297.996785
64,1680744298.0012329
64,1680744298.00334
128,1680744298.0055912
128,1680744298.0099058
128,1680744298.0141382
64,1680744298.018673
64,1680744298.0207949
128,1680744298.023045
64,1680744298.0272388
64,1680744298.0293188
64,1680744298.0316532
64,1680744298.033993
128,1680744298.036118
64,1680744298.0404851
128,1680744298.042562
64,1680744298.046803
128,1680744298.048875
128,1680744298.05299
32,1680744298.057426
64,1680744298.058574
128,1680744298.06068
128,1680744298.064886
128,1680744298.06915
32,1680744298.073636
32,1680744298.0748212
64,1680744298.075894
64,1680744298.07797
32,1680744298.080158
64,1680744298.0813189
32,1680744298.083754
16,1680744298.084846
16,1680744298.085428
16,1680744298.086012
32,1680744298.086556
32,1680744298.087606
64,1680744298.0886521
32,1680744298.090741
64,1680744298.091831
128,1680744298.093993
256,1680744298.098389
128,1680744298.107069
64,1680744298.11118
32,1680744298.113361
64,1680744298.114403
128,1680744298.116427
32,1680744298.120651
64,1680744298.121687
64,1680744298.123765
128,1680744298.125785
256,1680744298.129882
32,1680744298.1383748
32,1680744298.139693
64,1680744298.140773
128,1680744298.142787
128,1680744298.146882
256,1680744298.151584
256,1680744298.159737
256,1680744298.168309
128,1680744298.176852
128,1680744298.1811001
128,1680744298.186003
32,1680744298.190198
64,1680744298.1912582
128,1680744298.193287
128,1680744298.197408
128,1680744298.201615
256,1680744298.2056808
256,1680744298.214249
64,1680744298.2235231
32,1680744298.2256598
32,1680744298.226758
64,1680744298.227811
64,1680744298.229882
128,1680744298.232142
16,1680744298.236605
32,1680744298.23715
32,1680744298.2382169
64,1680744298.23925
32,1680744298.241577
64,1680744298.242652
128,1680744298.2446752
32,1680744298.248991
32,1680744298.250249
16,1680744298.251363
32,1680744298.251909
64,1680744298.252936
128,1680744298.2550578
32,1680744298.2592719
64,1680744298.260316
128,1680744298.2623549
32,1680744298.266711
64,1680744298.267887
128,1680744298.269936
128,1680744298.274213
128,1680744298.2786272
128,1680744298.282932
256,1680744298.287761
128,1680744298.296127
128,1680744298.300736
256,1680744298.304851
32,1680744298.313287
8,1680744298.3144782
16,1680744298.31478
32,1680744298.315298
64,1680744298.316313
64,1680744298.318358
128,1680744298.320608
128,1680744298.3249128
32,1680744298.329058
64,1680744298.330104
64,1680744298.332242
32,1680744298.3345861
64,1680744298.3356118
128,1680744298.3376331
128,1680744298.341847
64,1680744298.3462558
128,1680744298.3483882
256,1680744298.35289
32,1680744298.3614268
64,1680744298.36254
128,1680744298.364705
256,1680744298.369209
64,1680744298.3776588
32,1680744298.37984
32,1680744298.380945
64,1680744298.381973
64,1680744298.3840032
32,1680744298.386115
32,1680744298.387143
64,1680744298.388205
128,1680744298.390251
256,1680744298.394374
64,1680744298.403098
128,1680744298.4051352
128,1680744298.409369
256,1680744298.413617
16,1680744298.422245
32,1680744298.422795
32,1680744298.423876
64,1680744298.4249668
64,1680744298.427052
128,1680744298.429107
128,1680744298.4332778
32,1680744298.437531
64,1680744298.438716
64,1680744298.440842
64,1680744298.443085
128,1680744298.4451149
64,1680744298.4493818
64,1680744298.451653
128,1680744298.453679
256,1680744298.457824
64,1680744298.466101
32,1680744298.468292
64,1680744298.469373
128,1680744298.471415
256,1680744298.475921
16,1680744298.484808
32,1680744298.485378
32,1680744298.48643
64,1680744298.487453
128,1680744298.48948
128,1680744298.493597
256,1680744298.4977732
128,1680744298.5069172
128,1680744298.511395
32,1680744298.515848
64,1680744298.516978
64,1680744298.5191748
128,1680744298.5212219
16,1680744298.525341
32,1680744298.525942
32,1680744298.527073
32,1680744298.528136
32,1680744298.529192
64,1680744298.530209
64,1680744298.532344
64,1680744298.534416
128,1680744298.5364559
256,1680744298.5406148
64,1680744298.5496519
32,1680744298.552386
64,1680744298.553399
16,1680744298.5554829
32,1680744298.55603
32,1680744298.5570638
64,1680744298.5581162
128,1680744298.560171
32,1680744298.564534
64,1680744298.56561
32,1680744298.568015
64,1680744298.56907
64,1680744298.571212
64,1680744298.573343
64,1680744298.575417
32,1680744298.5776892
64,1680744298.5787892
128,1680744298.581047
256,1680744298.585834
32,1680744298.594122
64,1680744298.595177
64,1680744298.597288
8,1680744298.5995939
16,1680744298.599892
32,1680744298.6005561
64,1680744298.601666
64,1680744298.6037178
64,1680744298.605796
64,1680744298.607975
128,1680744298.610037
256,1680744298.614362
32,1680744298.622855
32,1680744298.6239948
64,1680744298.6250398
128,1680744298.6270561
256,1680744298.6312058
256,1680744298.639553
128,1680744298.648152
256,1680744298.6524448
256,1680744298.6607292
32,1680744298.6694589
64,1680744298.670497
64,1680744298.6725419
128,1680744298.674623
64,1680744298.678912
128,1680744298.681207
8,1680744298.685478
8,1680744298.685826
8,1680744298.686103
16,1680744298.686404
32,1680744298.686917
64,1680744298.6879349
128,1680744298.68996
256,1680744298.694017
16,1680744298.702934
32,1680744298.7035542
64,1680744298.7045782
64,1680744298.706727
128,1680744298.708868
128,1680744298.713452
128,1680744298.718146
128,1680744298.722344
128,1680744298.726447
64,1680744298.7307782
64,1680744298.733185
128,1680744298.7352908
64,1680744298.739553
64,1680744298.741616
128,1680744298.743725
32,1680744298.748081
64,1680744298.749325
128,1680744298.751647
32,1680744298.756031
32,1680744298.7571049
64,1680744298.758135
128,1680744298.760145
64,1680744298.764336
64,1680744298.766746
128,1680744298.768822
64,1680744298.773005
128,1680744298.775062
32,1680744298.779437
64,1680744298.780502
64,1680744298.7826931
128,1680744298.784986
256,1680744298.789088
16,1680744298.797432
32,1680744298.798021
64,1680744298.799053
128,1680744298.8011441
32,1680744298.8054988
64,1680744298.806546
64,1680744298.808649
128,1680744298.810724
16,1680744298.815299
32,1680744298.816118
64,1680744298.8176582
128,1680744298.819869
256,1680744298.82405
64,1680744298.8330162
64,1680744298.8356202
64,1680744298.837873
64,1680744298.839956
64,1680744298.842004
64,1680744298.8440251
128,1680744298.846066
128,1680744298.8507562
16,1680744298.854985
32,1680744298.855514
64,1680744298.856535
64,1680744298.85867
64,1680744298.860729
128,1680744298.862748
128,1680744298.8669498
64,1680744298.87114
16,1680744298.874656
32,1680744298.875177
64,1680744298.876201
64,1680744298.878317
128,1680744298.880376
32,1680744298.8854358
32,1680744298.886524
32,1680744298.887618
64,1680744298.888654
128,1680744298.890691
256,1680744298.894777
8,1680744298.90358
16,1680744298.903857
16,1680744298.904474
16,1680744298.905063
32,1680744298.905578
64,1680744298.906663
64,1680744298.9088829
128,1680744298.910922
128,1680744298.915148
128,1680744298.9199748
64,1680744298.9241111
128,1680744298.9261599
128,1680744298.9302988
64,1680744298.934939
128,1680744298.936984
64,1680744298.9411168
64,1680744298.94325
32,1680744298.945607
64,1680744298.9467
64,1680744298.948909
64,1680744298.9515321
64,1680744298.9536881
32,1680744298.9557881
64,1680744298.956824
128,1680744298.958843
256,1680744298.962951
128,1680744298.971456
64,1680744298.975734
64,1680744298.97782
128,1680744298.980054
64,1680744298.9847438
128,1680744298.987068
128,1680744298.991275
128,1680744298.995355
256,1680744298.9997308
256,1680744299.008106
8,1680744299.0166001
16,1680744299.0168881
32,1680744299.017628
64,1680744299.018665
128,1680744299.020749
256,1680744299.02481
512,1680744299.033456
64,1680744299.051413
128,1680744299.0537221
64,1680744299.057929
128,1680744299.0599868
2,1680744299.064367
4,1680744299.064555
8,1680744299.064734
16,1680744299.065056
32,1680744299.065582
64,1680744299.066786
64,1680744299.0690281
128,1680744299.0710442
256,1680744299.075113
16,1680744299.083487
32,1680744299.084021
16,1680744299.085386
32,1680744299.085912
64,1680744299.086947
64,1680744299.0892532
128,1680744299.091394
128,1680744299.096
64,1680744299.100799
128,1680744299.102988
64,1680744299.10712
16,1680744299.109344
32,1680744299.109876
64,1680744299.110923
32,1680744299.1131039
64,1680744299.1142058
64,1680744299.116482
32,1680744299.118804
64,1680744299.120023
32,1680744299.122166
32,1680744299.1234481
64,1680744299.1244931
32,1680744299.1266189
64,1680744299.12767
128,1680744299.129726
256,1680744299.134231
16,1680744299.142598
32,1680744299.143117
64,1680744299.14414
64,1680744299.146299
128,1680744299.14841
128,1680744299.152561
8,1680744299.157297
16,1680744299.157593
16,1680744299.15816
32,1680744299.158706
64,1680744299.159725
64,1680744299.161899
128,1680744299.163965
8,1680744299.168959
16,1680744299.169288
32,1680744299.1698718
64,1680744299.170899
128,1680744299.172937
64,1680744299.177084
128,1680744299.1791098
256,1680744299.18349
64,1680744299.192418
32,1680744299.194536
64,1680744299.195633
128,1680744299.1977742
64,1680744299.202831
64,1680744299.205025
128,1680744299.207092
64,1680744299.211205
128,1680744299.213262
256,1680744299.21776
512,1680744299.226186
64,1680744299.243225
128,1680744299.2453
16,1680744299.249674
32,1680744299.250227
32,1680744299.251306
64,1680744299.2523541
128,1680744299.254373
128,1680744299.2588449
64,1680744299.26315
64,1680744299.2653382
32,1680744299.268399
32,1680744299.2694788
64,1680744299.270557
64,1680744299.2727208
128,1680744299.274851
256,1680744299.278908
32,1680744299.287578
64,1680744299.288602
64,1680744299.290831
32,1680744299.292929
64,1680744299.294056
128,1680744299.296174
32,1680744299.3010151
64,1680744299.3020642
128,1680744299.304093
256,1680744299.308218
32,1680744299.3166132
64,1680744299.317787
64,1680744299.32002
64,1680744299.3221052
128,1680744299.325052
32,1680744299.329709
64,1680744299.3308759
128,1680744299.333083
32,1680744299.3376682
32,1680744299.338759
64,1680744299.339802
64,1680744299.3418791
128,1680744299.3439958
256,1680744299.348145
128,1680744299.356669
256,1680744299.360954
128,1680744299.369806
16,1680744299.374194
32,1680744299.3747442
64,1680744299.375781
64,1680744299.377983
64,1680744299.380063
128,1680744299.382259
128,1680744299.386701
128,1680744299.390889
16,1680744299.3952389
32,1680744299.395799
32,1680744299.396872
32,1680744299.398005
64,1680744299.399074
64,1680744299.401199
128,1680744299.403235
64,1680744299.40741
128,1680744299.4096158
128,1680744299.413789
128,1680744299.418187
256,1680744299.422266
128,1680744299.430727
64,1680744299.435271
128,1680744299.4373481
128,1680744299.441466
128,1680744299.445796
128,1680744299.450231
256,1680744299.454387
256,1680744299.462844
64,1680744299.4713678
128,1680744299.4734411
256,1680744299.477473
128,1680744299.485944
256,1680744299.490054
8,1680744299.4989922
16,1680744299.49935
32,1680744299.499895
64,1680744299.501121
32,1680744299.503398
64,1680744299.50442
128,1680744299.506454
32,1680744299.510586
16,1680744299.511764
32,1680744299.512337
32,1680744299.513387
64,1680744299.5145369
64,1680744299.516615
128,1680744299.5186691
128,1680744299.5230458
128,1680744299.527405
128,1680744299.531484
256,1680744299.5360389
256,1680744299.544147
512,1680744299.552447
16,1680744299.570178
32,1680744299.5707362
64,1680744299.571755
64,1680744299.5738099
128,1680744299.575927
128,1680744299.58013
64,1680744299.584621
64,1680744299.586895
64,1680744299.588994
64,1680744299.591102
64,1680744299.593481
128,1680744299.595689
128,1680744299.5998652
64,1680744299.6042829
128,1680744299.6064808
128,1680744299.6106591
64,1680744299.6148732
128,1680744299.617192
32,1680744299.62166
64,1680744299.622745
128,1680744299.624788
16,1680744299.629208
32,1680744299.6297548
64,1680744299.630945
128,1680744299.633137
128,1680744299.6374772
128,1680744299.641859
128,1680744299.6460328
32,1680744299.650528
64,1680744299.6517031
64,1680744299.653866
64,1680744299.6559591
32,1680744299.658041
32,1680744299.659214
64,1680744299.6602361
128,1680744299.662485
128,1680744299.6666949
256,1680744299.670757
32,1680744299.6792178
64,1680744299.6802702
128,1680744299.682316
256,1680744299.686707
512,1680744299.695095
4,1680744299.712127
8,1680744299.712304
16,1680744299.712571
32,1680744299.7131011
64,1680744299.714122
128,1680744299.716371
16,1680744299.720942
16,1680744299.7215202
32,1680744299.722066
64,1680744299.723104
128,1680744299.725151
128,1680744299.729501
128,1680744299.73366
128,1680744299.7377548
256,1680744299.7418618
128,1680744299.7499871
256,1680744299.754336
128,1680744299.762727
128,1680744299.7670841
64,1680744299.771486
128,1680744299.7735941
256,1680744299.777646
32,1680744299.786416
32,1680744299.7876549
64,1680744299.7887292
128,1680744299.790765
256,1680744299.795051
128,1680744299.803721
128,1680744299.8078442
128,1680744299.81195
128,1680744299.8160279
32,1680744299.820284
64,1680744299.821352
128,1680744299.823512
256,1680744299.8278441
16,1680744299.836673
32,1680744299.8372931
64,1680744299.8385038
32,1680744299.840657
64,1680744299.8417091
128,1680744299.843769
64,1680744299.8478699
64,1680744299.849983
128,1680744299.85219
32,1680744299.856384
64,1680744299.857444
128,1680744299.859478
256,1680744299.863998
128,1680744299.8730931
128,1680744299.877218
128,1680744299.881469
128,1680744299.885679
128,1680744299.889808
128,1680744299.893895
