retransmission_sequences,timestamp
32814,1680744303.3194351
32840,1680744303.3200371
32918,1680744303.323384
32949,1680744303.3234181
33006,1680744303.326926
33152,1680744303.333408
33228,1680744303.3334641
33254,1680744303.335598
33882,1680744303.367436
34047,1680744303.36746
34180,1680744303.367498
34395,1680744303.380175
34432,1680744303.380199
34613,1680744303.3802502
34641,1680744303.380286
35065,1680744303.395957
35185,1680744303.4041421
35268,1680744303.404165
35315,1680744303.404212
35461,1680744303.4105759
35575,1680744303.410614
35594,1680744303.412927
35811,1680744303.419178
36689,1680744303.448927
36868,1680744303.465616
36982,1680744303.465656
37056,1680744303.4657102
37069,1680744303.465772
37167,1680744303.465801
37240,1680744303.46641
37294,1680744303.4695082
37341,1680744303.469554
37394,1680744303.472706
37460,1680744303.4747179
37470,1680744303.474751
37482,1680744303.474786
37694,1680744303.482552
37806,1680744303.4868429
37829,1680744303.486866
37959,1680744303.493435
38048,1680744303.4934762
38096,1680744303.495949
38154,1680744303.498014
38233,1680744303.500247
38250,1680744303.500271
38438,1680744303.507613
38502,1680744303.512219
38612,1680744303.512243
38679,1680744303.514347
38700,1680744303.516448
38845,1680744303.5230699
38856,1680744303.5230951
38924,1680744303.523308
38956,1680744303.524369
38963,1680744303.524415
38972,1680744303.524989
38977,1680744303.525024
39268,1680744303.5418391
39341,1680744303.5418692
39725,1680744303.554125
40057,1680744303.562927
40061,1680744303.562986
40134,1680744303.567397
40219,1680744303.567421
40327,1680744303.5735402
40569,1680744303.577868
40616,1680744303.582224
40624,1680744303.5822752
40758,1680744303.584438
40979,1680744303.599647
41037,1680744303.5996711
41048,1680744303.599707
41104,1680744303.599749
41176,1680744303.599784
41225,1680744303.600363
41901,1680744303.6334631
42157,1680744303.633488
42205,1680744303.633538
42389,1680744303.646026
42407,1680744303.6460621
42461,1680744303.646122
42484,1680744303.6461818
42644,1680744303.64785
42655,1680744303.647885
42974,1680744303.663811
43133,1680744303.663863
43139,1680744303.66391
43192,1680744303.6660411
43264,1680744303.668185
43354,1680744303.670544
43404,1680744303.6726668
43518,1680744303.679015
43529,1680744303.6790679
43609,1680744303.679115
43631,1680744303.680306
43654,1680744303.6813781
43749,1680744303.684423
43786,1680744303.686506
43854,1680744303.6886342
44052,1680744303.695463
44410,1680744303.708315
44543,1680744303.7168052
44558,1680744303.71683
44577,1680744303.716866
44609,1680744303.7169018
44677,1680744303.716959
45105,1680744303.7331672
45125,1680744303.7331982
45193,1680744303.733234
45290,1680744303.735348
45577,1680744303.7502568
45794,1680744303.758763
45926,1680744303.7587929
45995,1680744303.758829
46108,1680744303.765808
46177,1680744303.765833
46219,1680744303.767976
46346,1680744303.774129
46582,1680744303.786721
46693,1680744303.786793
46735,1680744303.786836
46749,1680744303.78687
46836,1680744303.78745
46982,1680744303.7956421
47290,1680744303.808358
47328,1680744303.8083892
47561,1680744303.812808
47601,1680744303.816847
47604,1680744303.8168802
47692,1680744303.8169432
47792,1680744303.820149
47938,1680744303.8266828
47945,1680744303.826717
48135,1680744303.833246
48165,1680744303.833306
48186,1680744303.833385
48239,1680744303.834677
48372,1680744303.8419352
48465,1680744303.8462012
48645,1680744303.8505611
48805,1680744303.8546119
48907,1680744303.859175
49447,1680744303.8890262
49469,1680744303.889051
49508,1680744303.889097
49597,1680744303.8891509
49704,1680744303.889177
49898,1680744303.890273
49956,1680744303.893776
50017,1680744303.896008
50053,1680744303.896052
50231,1680744303.904288
50239,1680744303.9043121
50262,1680744303.904362
50315,1680744303.905504
50525,1680744303.91281
50568,1680744303.917216
50611,1680744303.917248
50722,1680744303.9193301
50823,1680744303.925399
51029,1680744303.930104
51237,1680744303.9424489
51355,1680744303.942494
51366,1680744303.942548
51499,1680744303.944646
51684,1680744303.951354
51710,1680744303.95541
51758,1680744303.9554439
51781,1680744303.955494
51967,1680744303.9630148
52064,1680744303.9672372
52147,1680744303.9672608
52195,1680744303.969279
52207,1680744303.969312
52263,1680744303.970443
52327,1680744303.9736052
52441,1680744303.9799309
52492,1680744303.979986
52555,1680744303.980021
52625,1680744303.9834611
52750,1680744303.9897301
52859,1680744303.994067
53110,1680744304.006847
53182,1680744304.0068722
53293,1680744304.0069199
53411,1680744304.009006
53417,1680744304.009038
53745,1680744304.024865
53815,1680744304.0249238
53858,1680744304.024971
53678,1680744304.026078
53904,1680744304.026112
54102,1680744304.0325
54153,1680744304.036549
54207,1680744304.036597
54246,1680744304.037709
54256,1680744304.037743
54295,1680744304.039835
54452,1680744304.047199
54843,1680744304.118794
54864,1680744304.1188428
55127,1680744304.131814
55133,1680744304.131837
55186,1680744304.131883
55629,1680744304.1466072
55688,1680744304.146642
55793,1680744304.1507452
55861,1680744304.150778
55974,1680744304.1574779
56246,1680744304.170343
56260,1680744304.170367
56480,1680744304.1746619
56793,1680744304.187713
56866,1680744304.187754
56927,1680744304.1877918
56986,1680744304.190061
57101,1680744304.192238
57108,1680744304.194345
57311,1680744304.200974
57363,1680744304.205125
57554,1680744304.2092102
57578,1680744304.209258
57711,1680744304.2155771
57769,1680744304.215611
57882,1680744304.221972
57962,1680744304.222047
57993,1680744304.222132
58043,1680744304.225311
58064,1680744304.225344
58121,1680744304.22641
58363,1680744304.2424479
58401,1680744304.242481
58406,1680744304.242524
58749,1680744304.249259
59029,1680744304.2621582
59166,1680744304.262184
59357,1680744304.2753239
59498,1680744304.27535
59620,1680744304.279559
59840,1680744304.2923598
59918,1680744304.292406
59962,1680744304.292458
60002,1680744304.292512
60127,1680744304.295786
60177,1680744304.298072
60187,1680744304.298095
60208,1680744304.298132
60368,1680744304.305812
60402,1680744304.305845
60413,1680744304.305892
60481,1680744304.3069272
60500,1680744304.3069608
60506,1680744304.307009
60661,1680744304.315304
60734,1680744304.3153348
60743,1680744304.315381
60816,1680744304.318677
60847,1680744304.3187242
60996,1680744304.326237
61041,1680744304.3262599
61081,1680744304.328397
61230,1680744304.33553
61302,1680744304.3355541
61309,1680744304.33559
61516,1680744304.3428118
61564,1680744304.3470368
61752,1680744304.351562
61782,1680744304.3515992
61824,1680744304.353687
61901,1680744304.3559911
62174,1680744304.3703098
62186,1680744304.370352
62234,1680744304.3704221
62239,1680744304.370465
62303,1680744304.370516
62391,1680744304.370562
62413,1680744304.371579
62437,1680744304.3732
62469,1680744304.374332
62659,1680744304.3816168
62691,1680744304.3816562
62713,1680744304.381703
62760,1680744304.385008
62843,1680744304.387109
63076,1680744304.402216
63180,1680744304.402239
63233,1680744304.402275
63252,1680744304.4023092
63399,1680744304.4054139
63492,1680744304.4087622
63540,1680744304.4108129
63618,1680744304.413005
63627,1680744304.4130518
63764,1680744304.420589
64211,1680744304.4331148
64221,1680744304.433148
64438,1680744304.445664
64593,1680744304.445688
64676,1680744304.4502778
64684,1680744304.450311
64773,1680744304.452505
65144,1680744304.467668
65150,1680744304.467691
65193,1680744304.467728
65417,1680744304.4739041
65431,1680744304.4739368
65457,1680744304.47397
65474,1680744304.475013
65537,1680744304.4799318
184,1680744304.4875011
346,1680744304.509714
412,1680744304.509769
461,1680744304.509828
464,1680744304.509886
543,1680744304.509946
725,1680744304.523904
732,1680744304.523959
754,1680744304.5240269
1047,1680744304.552146
1055,1680744304.552192
1090,1680744304.5522518
1136,1680744304.552313
1153,1680744304.552373
1156,1680744304.552452
1288,1680744304.552511
1416,1680744304.560042
1537,1680744304.5667892
1686,1680744304.57083
1690,1680744304.570862
1739,1680744304.57092
1830,1680744304.57408
1837,1680744304.576139
1909,1680744304.578233
2156,1680744304.588665
2240,1680744304.5886889
2369,1680744304.5930061
2416,1680744304.5972
2553,1680744304.601855
2694,1680744304.605953
2705,1680744304.6059961
2772,1680744304.60605
2883,1680744304.60925
3003,1680744304.615801
3081,1680744304.615851
3112,1680744304.617954
3153,1680744304.620013
3175,1680744304.6200461
3263,1680744304.623221
3590,1680744304.6387641
3800,1680744304.646997
4110,1680744304.6553931
4130,1680744304.6554308
4213,1680744304.655473
4291,1680744304.6575959
4402,1680744304.664235
4417,1680744304.6642601
4432,1680744304.664311
4511,1680744304.6643531
4840,1680744304.681184
5246,1680744304.689513
5314,1680744304.699699
5320,1680744304.699724
5375,1680744304.699782
5559,1680744304.701998
5570,1680744304.702036
5893,1680744304.7184582
6211,1680744304.726454
6218,1680744304.726487
6322,1680744304.7265222
6678,1680744304.741468
6698,1680744304.741493
6729,1680744304.741537
6899,1680744304.7478359
7081,1680744304.752278
7116,1680744304.754358
7146,1680744304.754404
7305,1680744304.7604742
7567,1680744304.772948
7585,1680744304.7729821
7664,1680744304.773016
7685,1680744304.77305
7873,1680744304.781049
7892,1680744304.781085
8022,1680744304.7834392
8077,1680744304.7854478
8083,1680744304.785484
8224,1680744304.792713
8288,1680744304.792747
8440,1680744304.79969
8459,1680744304.799714
8469,1680744304.7997599
8612,1680744304.803095
8873,1680744304.817974
8929,1680744304.8179998
8996,1680744304.818068
9155,1680744304.824304
9338,1680744304.828823
9399,1680744304.82885
9460,1680744304.831025
9492,1680744304.833141
9590,1680744304.8353999
9879,1680744304.8495948
9974,1680744304.849628
9984,1680744304.849685
10003,1680744304.8497229
10146,1680744304.857118
10203,1680744304.857149
10299,1680744304.8592472
10580,1680744304.875
10612,1680744304.8750248
10670,1680744304.875062
10673,1680744304.875103
10709,1680744304.875138
10781,1680744304.875495
10894,1680744304.879555
10928,1680744304.881919
10951,1680744304.8819578
11006,1680744304.885259
11080,1680744304.887428
11096,1680744304.887469
11225,1680744304.890786
11382,1680744304.8978088
11419,1680744304.897834
11506,1680744304.904245
11576,1680744304.904279
11588,1680744304.904333
11586,1680744304.904934
11612,1680744304.9049668
11677,1680744304.908059
11686,1680744304.908092
11690,1680744304.9081511
11726,1680744304.908778
11770,1680744304.910644
11810,1680744304.911797
11895,1680744304.9150348
12005,1680744304.9211788
12199,1680744304.925372
12315,1680744304.929543
12357,1680744304.92958
12663,1680744304.944997
12756,1680744304.945029
12924,1680744304.9494882
13142,1680744304.962065
13155,1680744304.962091
13157,1680744304.962128
13225,1680744304.962175
13253,1680744304.962216
13398,1680744304.966593
13554,1680744304.973253
13592,1680744304.9732852
13699,1680744304.979511
13961,1680744304.992621
13974,1680744304.992657
13998,1680744304.9927082
14022,1680744304.9927611
14032,1680744304.992831
14137,1680744304.992864
14283,1680744304.996983
14404,1680744305.003711
14506,1680744305.003735
14541,1680744305.005783
14546,1680744305.005815
14781,1680744305.012985
14842,1680744305.01742
14845,1680744305.0174441
14953,1680744305.01981
15019,1680744305.0219252
15116,1680744305.024003
15150,1680744305.0250869
15170,1680744305.026135
15393,1680744305.0338051
15519,1680744305.037948
15555,1680744305.042123
15714,1680744305.046237
15751,1680744305.046278
15807,1680744305.0485
15867,1680744305.050827
15961,1680744305.052978
16062,1680744305.059105
16079,1680744305.059137
