Sequence_number,timestamp
52064,1680744303.9630752
52147,1680744303.963203
52195,1680744303.967329
52207,1680744303.967354
52263,1680744303.9694111
52327,1680744303.97156
52441,1680744303.975691
52492,1680744303.97578
52555,1680744303.975879
52625,1680744303.981418
52750,1680744303.985706
52859,1680744303.989781
53110,1680744303.9985092
53182,1680744303.998624
53293,1680744303.998795
53411,1680744304.007048
53417,1680744304.007066
53678,1680744304.016793
53745,1680744304.016899
53815,1680744304.017008
53858,1680744304.017079
53904,1680744304.024847
54102,1680744304.028567
54153,1680744304.0325708
54207,1680744304.0326579
54246,1680744304.032723
54256,1680744304.036624
54295,1680744304.0377889
54452,1680744304.042778
54843,1680744304.084094
54864,1680744304.0841348
55127,1680744304.123521
55133,1680744304.12354
55186,1680744304.1236238
55629,1680744304.1384058
55688,1680744304.138499
55793,1680744304.146732
55861,1680744304.14684
55974,1680744304.153186
56246,1680744304.161661
56260,1680744304.16169
56480,1680744304.1704361
56793,1680744304.178904
56866,1680744304.1790211
56927,1680744304.1792278
56986,1680744304.187878
57101,1680744304.190179
57108,1680744304.192278
57311,1680744304.196668
57363,1680744304.201013
57554,1680744304.20526
57578,1680744304.2053041
57711,1680744304.211427
57769,1680744304.211522
57882,1680744304.217686
57962,1680744304.21781
57993,1680744304.2178628
58043,1680744304.223252
58064,1680744304.223291
58121,1680744304.22542
58363,1680744304.23442
58401,1680744304.234485
58406,1680744304.2345002
58749,1680744304.244766
59029,1680744304.2535412
59166,1680744304.253749
59357,1680744304.2671711
59498,1680744304.26739
59620,1680744304.275466
59840,1680744304.284191
59918,1680744304.2843158
59962,1680744304.284388
60002,1680744304.2844548
60127,1680744304.293707
60177,1680744304.295861
60187,1680744304.295903
60208,1680744304.295949
60368,1680744304.301766
60402,1680744304.301824
60413,1680744304.3018482
60481,1680744304.305941
60500,1680744304.305977
60506,1680744304.3059928
60661,1680744304.3110158
60734,1680744304.31113
60743,1680744304.311151
60816,1680744304.3166778
60847,1680744304.316733
60996,1680744304.322061
61041,1680744304.3221362
61081,1680744304.3263092
61230,1680744304.330782
61302,1680744304.3308978
61309,1680744304.330915
61516,1680744304.3388538
61564,1680744304.342855
61752,1680744304.347188
61782,1680744304.3472488
61824,1680744304.351648
61901,1680744304.353748
62174,1680744304.3622231
62186,1680744304.362249
62234,1680744304.362328
62239,1680744304.362342
62303,1680744304.362499
62391,1680744304.362657
62413,1680744304.371076
62437,1680744304.372179
62469,1680744304.3732522
62659,1680744304.377506
62691,1680744304.3775628
62713,1680744304.377603
62760,1680744304.382926
62843,1680744304.385081
63076,1680744304.393625
63180,1680744304.3937862
63233,1680744304.3938718
63252,1680744304.393908
63399,1680744304.403444
63400,1680744304.403454
63492,1680744304.406678
63540,1680744304.4088268
63618,1680744304.4108958
63627,1680744304.410917
63764,1680744304.4165142
64211,1680744304.425217
64221,1680744304.425241
64438,1680744304.4373178
64593,1680744304.437547
64676,1680744304.4457831
64684,1680744304.445802
64773,1680744304.45038
65144,1680744304.459266
65150,1680744304.459284
65193,1680744304.4593558
65417,1680744304.469934
65431,1680744304.469964
65457,1680744304.470009
65474,1680744304.474011
184,1680744304.480146
346,1680744304.494855
412,1680744304.49496
461,1680744304.495038
464,1680744304.49505
543,1680744304.495169
725,1680744304.516706
732,1680744304.516803
754,1680744304.516844
1047,1680744304.537334
1055,1680744304.5373561
1090,1680744304.537415
1136,1680744304.537492
1153,1680744304.537524
1156,1680744304.537537
1288,1680744304.5377338
1416,1680744304.55613
1537,1680744304.562295
1686,1680744304.5669298
1690,1680744304.566944
1739,1680744304.567022
1830,1680744304.572106
1837,1680744304.574126
1909,1680744304.5761862
2156,1680744304.580565
2240,1680744304.584576
2369,1680744304.588853
2416,1680744304.593099
2553,1680744304.597259
2694,1680744304.6019242
2705,1680744304.601948
2772,1680744304.6020539
2883,1680744304.6072378
3003,1680744304.611465
3081,1680744304.611587
3112,1680744304.61595
3153,1680744304.6180081
3175,1680744304.61805
3263,1680744304.621185
3590,1680744304.629934
3800,1680744304.638861
4110,1680744304.647211
4130,1680744304.647255
4213,1680744304.647382
4291,1680744304.655555
4402,1680744304.659828
4417,1680744304.659859
4432,1680744304.659888
4511,1680744304.660013
4840,1680744304.6729972
5246,1680744304.6815438
5314,1680744304.689604
5320,1680744304.689622
5375,1680744304.6897101
5559,1680744304.699871
5560,1680744304.699881
5570,1680744304.699903
5893,1680744304.709868
6211,1680744304.71866
6218,1680744304.718679
6322,1680744304.718837
6678,1680744304.733354
6698,1680744304.7333918
6729,1680744304.7334452
6899,1680744304.743739
7081,1680744304.748
7116,1680744304.74806
7146,1680744304.752356
7305,1680744304.7565389
7567,1680744304.765013
7585,1680744304.765049
7586,1680744304.765057
7664,1680744304.765177
7685,1680744304.765216
7873,1680744304.77689
7892,1680744304.776927
8022,1680744304.781184
8077,1680744304.783498
8083,1680744304.783515
8224,1680744304.7886999
8288,1680744304.788801
8440,1680744304.795128
8459,1680744304.795166
8469,1680744304.795187
8612,1680744304.8011038
8873,1680744304.8093219
8929,1680744304.809412
8996,1680744304.809516
9155,1680744304.820184
9338,1680744304.824425
9399,1680744304.824522
9460,1680744304.8289878
9492,1680744304.831092
9590,1680744304.8332732
9879,1680744304.841611
9974,1680744304.8417568
9984,1680744304.841779
10003,1680744304.841814
10146,1680744304.852866
10203,1680744304.852957
10299,1680744304.8572428
10580,1680744304.866358
10612,1680744304.8664162
10670,1680744304.866507
10671,1680744304.866515
10673,1680744304.866525
10709,1680744304.866584
10781,1680744304.875206
10894,1680744304.8774421
10928,1680744304.879634
10951,1680744304.879678
11006,1680744304.883192
11080,1680744304.885311
11096,1680744304.885342
11225,1680744304.88868
11382,1680744304.893127
11419,1680744304.8931909
11506,1680744304.90021
11576,1680744304.900325
11586,1680744304.900347
11588,1680744304.900357
11612,1680744304.9043179
11677,1680744304.906107
11686,1680744304.9061298
11690,1680744304.906143
11726,1680744304.9082198
11770,1680744304.9093719
11810,1680744304.910749
11895,1680744304.9129422
12005,1680744304.9171898
12199,1680744304.921345
12315,1680744304.9255161
12357,1680744304.925586
12663,1680744304.937085
12756,1680744304.9372292
12924,1680744304.9452548
13142,1680744304.953891
13155,1680744304.953918
13157,1680744304.953928
13225,1680744304.954035
13253,1680744304.954083
13398,1680744304.963899
13554,1680744304.969259
13592,1680744304.9693272
13699,1680744304.975486
13961,1680744304.98449
13974,1680744304.984519
13998,1680744304.984562
14022,1680744304.984603
14032,1680744304.984627
14137,1680744304.984787
14283,1680744304.9947789
14404,1680744304.999284
14506,1680744304.999443
14541,1680744305.003812
14546,1680744305.0038269
14781,1680744305.00911
14842,1680744305.013074
14845,1680744305.013087
14953,1680744305.0175529
15019,1680744305.0198898
15116,1680744305.022039
15117,1680744305.022048
15150,1680744305.024075
15170,1680744305.025141
15393,1680744305.029387
15519,1680744305.033986
15555,1680744305.0380108
15714,1680744305.0422232
15751,1680744305.042285
15807,1680744305.0463538
15867,1680744305.048567
15961,1680744305.0509162
16062,1680744305.055119
16079,1680744305.055153
16160,1680744305.055278
16166,1680744305.055294
16262,1680744305.060897
16538,1680744305.069751
16558,1680744305.069789
16643,1680744305.06992
16717,1680744305.070034
17136,1680744305.0864131
17246,1680744305.0944781
17271,1680744305.0945249
17348,1680744305.094647
17476,1680744305.1033769
17486,1680744305.103418
17501,1680744305.103449
17514,1680744305.1034749
17736,1680744305.109569
17759,1680744305.109613
17852,1680744305.116076
17904,1680744305.116179
17954,1680744305.1162891
18008,1680744305.121382
18085,1680744305.123531
18259,1680744305.127703
18413,1680744305.131916
18495,1680744305.1363158
18607,1680744305.140535
18674,1680744305.1406431
18829,1680744305.146765
18870,1680744305.146834
19037,1680744305.153919
19225,1680744305.162144
19232,1680744305.162163
19476,1680744305.170939
19723,1680744305.1752472
19773,1680744305.175329
19840,1680744305.175433
19879,1680744305.183809
20099,1680744305.1880782
20107,1680744305.188098
20113,1680744305.188116
20272,1680744305.195411
20279,1680744305.195431
20330,1680744305.1955142
20661,1680744305.2073112
20748,1680744305.207448
20793,1680744305.20752
20796,1680744305.207532
20847,1680744305.2157068
20905,1680744305.218459
21163,1680744305.2267451
21299,1680744305.226948
21630,1680744305.239739
21714,1680744305.2398698
21797,1680744305.247802
22060,1680744305.2562969
22125,1680744305.2564008
22207,1680744305.2565298
22253,1680744305.256605
22272,1680744305.256641
22365,1680744305.266489
22463,1680744305.268901
22476,1680744305.271072
22547,1680744305.2733052
22759,1680744305.277586
22779,1680744305.277623
22824,1680744305.2819042
22858,1680744305.284192
22873,1680744305.284221
23012,1680744305.28738
23057,1680744305.289827
23071,1680744305.2898629
23234,1680744305.2953868
23257,1680744305.295433
23305,1680744305.299741
23404,1680744305.301989
23406,1680744305.302
23434,1680744305.304319
23442,1680744305.30434
23480,1680744305.306031
23490,1680744305.3060539
23927,1680744305.315119
23960,1680744305.315176
23965,1680744305.315192
24029,1680744305.323381
24058,1680744305.323432
24062,1680744305.323446
24108,1680744305.326092
24131,1680744305.327159
24181,1680744305.3293061
24623,1680744305.33846
24631,1680744305.3384829
24653,1680744305.338529
24853,1680744305.349065
25032,1680744305.357507
25312,1680744305.366251
25370,1680744305.366349
25768,1680744305.381309
25841,1680744305.3814259
26025,1680744305.3899908
26075,1680744305.3941839
26176,1680744305.398425
26302,1680744305.402716
26365,1680744305.4028149
26707,1680744305.4134772
26779,1680744305.413592
26786,1680744305.41361
26823,1680744305.413714
26849,1680744305.4137611
26876,1680744305.422121
26897,1680744305.422726
26905,1680744305.423294
26962,1680744305.4243908
26981,1680744305.425417
27143,1680744305.42962
27145,1680744305.429631
27157,1680744305.4296582
27531,1680744305.441961
27638,1680744305.442127
27675,1680744305.442189
27686,1680744305.4422138
27735,1680744305.4515772
27876,1680744305.4557598
27968,1680744305.4559019
27985,1680744305.455935
28001,1680744305.4598699
28144,1680744305.46482
28410,1680744305.473291
28429,1680744305.473328
28441,1680744305.473353
28617,1680744305.473614
28624,1680744305.473631
28627,1680744305.473643
28692,1680744305.484906
28694,1680744305.484918
28728,1680744305.484976
28900,1680744305.490855
28993,1680744305.495029
29021,1680744305.4950778
29047,1680744305.495123
29088,1680744305.495191
29105,1680744305.495223
29236,1680744305.502105
29316,1680744305.506207
29319,1680744305.506219
29392,1680744305.506331
29548,1680744305.513762
29622,1680744305.513898
29696,1680744305.518364
29730,1680744305.520468
29989,1680744305.528728
30128,1680744305.5289369
30168,1680744305.529002
30401,1680744305.5397818
30533,1680744305.5440261
30914,1680744305.5534441
30932,1680744305.5534809
30954,1680744305.561379
31104,1680744305.5657191
31163,1680744305.5658162
31265,1680744305.572172
31364,1680744305.57233
31476,1680744305.5788002
31490,1680744305.57883
31521,1680744305.578885
31526,1680744305.5788999
31552,1680744305.578945
31650,1680744305.585778
31789,1680744305.5899131
31825,1680744305.589973
31840,1680744305.590004
31869,1680744305.590055
31938,1680744305.595711
32058,1680744305.597934
32068,1680744305.6002429
32115,1680744305.600447
32273,1680744305.605633
32335,1680744305.6057322
32494,1680744305.612318
32751,1680744305.621325
32895,1680744305.621544
32902,1680744305.621563
32914,1680744305.621588
32955,1680744305.629472
33081,1680744305.634016
33143,1680744305.6341162
33859,1680744305.6540108
33897,1680744305.6540759
33965,1680744305.654183
34069,1680744305.654349
34120,1680744305.654434
34205,1680744305.6717691
34257,1680744305.673791
34291,1680744305.6738508
34444,1680744305.679311
34676,1680744305.6880481
34750,1680744305.6881669
34788,1680744305.6882298
34864,1680744305.6883461
34865,1680744305.688355
34982,1680744305.698026
35110,1680744305.703608
35530,1680744305.71214
35651,1680744305.721192
35704,1680744305.721278
35769,1680744305.721382
35773,1680744305.721395
35871,1680744305.7293088
36039,1680744305.7345622
36047,1680744305.7345831
36121,1680744305.738632
36283,1680744305.742757
36409,1680744305.746848
36683,1680744305.755647
37305,1680744305.772491
37412,1680744305.772653
37609,1680744305.772945
37644,1680744305.789279
37653,1680744305.789411
37850,1680744305.793801
38118,1680744305.8031292
38324,1680744305.811185
38500,1680744305.811446
38535,1680744305.811507
38557,1680744305.820197
38665,1680744305.8224251
38676,1680744305.824471
38849,1680744305.828712
38969,1680744305.8328881
39014,1680744305.832969
39109,1680744305.837343
39110,1680744305.837353
39211,1680744305.840533
39215,1680744305.842526
39324,1680744305.8447092
39397,1680744305.846825
39403,1680744305.8468428
39404,1680744305.8491158
39483,1680744305.8506749
39525,1680744305.852884
39758,1680744305.861006
39812,1680744305.861092
39856,1680744305.861164
39900,1680744305.861235
39943,1680744305.8613062
40043,1680744305.870548
40068,1680744305.8720279
40121,1680744305.873137
40165,1680744305.875176
40330,1680744305.8792992
40337,1680744305.879319
40405,1680744305.879425
40472,1680744305.885195
40611,1680744305.889324
40740,1680744305.893394
40751,1680744305.893418
40929,1680744305.899584
40950,1680744305.899623
40951,1680744305.899631
40956,1680744305.899646
41016,1680744305.89974
41049,1680744305.904598
41080,1680744305.905804
41099,1680744305.9058409
41101,1680744305.9058518
41342,1680744305.910971
41376,1680744305.915133
41441,1680744305.915243
41480,1680744305.915307
41482,1680744305.915318
41719,1680744305.92374
42071,1680744305.932342
42137,1680744305.940722
42309,1680744305.9409778
42416,1680744305.949211
42519,1680744305.9538538
42689,1680744305.958254
42924,1680744305.9669251
42953,1680744305.9669812
42968,1680744305.9670138
43173,1680744305.975383
43353,1680744305.9798641
43458,1680744305.984421
43576,1680744305.988953
43704,1680744305.993052
43710,1680744305.993068
44139,1680744306.0035672
44189,1680744306.003646
44224,1680744306.0116081
44338,1680744306.011783
44425,1680744306.018485
44426,1680744306.018495
44508,1680744306.0186229
44510,1680744306.018633
44609,1680744306.024342
44611,1680744306.024352
44819,1680744306.0295522
44841,1680744306.0295942
44851,1680744306.029616
44993,1680744306.03723
45049,1680744306.03732
45121,1680744306.041396
45142,1680744306.0414348
45208,1680744306.044532
45278,1680744306.046848
45461,1680744306.051563
45531,1680744306.05582
45545,1680744306.055848
45568,1680744306.055889
45754,1680744306.0630138
45806,1680744306.063099
45833,1680744306.0631459
45865,1680744306.063201
46116,1680744306.075072
46135,1680744306.075109
46309,1680744306.075364
46546,1680744306.0859149
46567,1680744306.089947
46790,1680744306.094173
46885,1680744306.0983539
46890,1680744306.098374
46934,1680744306.0984519
46988,1680744306.104244
47161,1680744306.108434
47316,1680744306.112664
47558,1680744306.121749
47573,1680744306.12178
47655,1680744306.1219058
47807,1680744306.1321971
47852,1680744306.1322722
47866,1680744306.1323001
48055,1680744306.139617
48065,1680744306.13964
48169,1680744306.14374
48218,1680744306.1438248
48225,1680744306.1458392
48238,1680744306.145866
48306,1680744306.1485708
48581,1680744306.15727
48658,1680744306.1573918
48734,1680744306.1575098
48885,1680744306.168281
48913,1680744306.168332
49076,1680744306.1744509
49118,1680744306.17452
49130,1680744306.1745448
49233,1680744306.179719
49343,1680744306.1820621
49418,1680744306.184433
49547,1680744306.188749
49567,1680744306.188788
49751,1680744306.195287
49753,1680744306.195298
49781,1680744306.1953468
49834,1680744306.199711
49986,1680744306.204204
50015,1680744306.2042549
50194,1680744306.2104099
50322,1680744306.214585
50563,1680744306.223229
50652,1680744306.223369
50751,1680744306.223522
50807,1680744306.2317078
51068,1680744306.240938
51071,1680744306.240952
51074,1680744306.240963
51133,1680744306.241058
51227,1680744306.2412028
51842,1680744306.2660632
51950,1680744306.2662358
52121,1680744306.266499
52207,1680744306.2666361
52348,1680744306.283239
52489,1680744306.287748
52506,1680744306.287782
52536,1680744306.287835
52716,1680744306.295216
52767,1680744306.299268
53053,1680744306.307589
53535,1680744306.3241642
53596,1680744306.324262
53784,1680744306.32454
53848,1680744306.324642
53849,1680744306.324651
53956,1680744306.324814
53989,1680744306.3248708
54108,1680744306.343657
54172,1680744306.34575
54284,1680744306.348075
54287,1680744306.348088
54393,1680744306.353533
54406,1680744306.3535612
54433,1680744306.353607
54534,1680744306.357909
54598,1680744306.360384
54702,1680744306.3625312
54845,1680744306.367231
55193,1680744306.375592
55208,1680744306.375625
55256,1680744306.375701
55284,1680744306.375749
55472,1680744306.3869388
55511,1680744306.3913732
55589,1680744306.391496
55590,1680744306.391505
55612,1680744306.391545
55702,1680744306.39716
55772,1680744306.400618
55812,1680744306.400778
55889,1680744306.404164
55910,1680744306.406206
55980,1680744306.4083588
56096,1680744306.4105191
56174,1680744306.4147031
56194,1680744306.414741
56245,1680744306.414839
56282,1680744306.414935
56320,1680744306.4198542
56362,1680744306.4209201
56388,1680744306.421978
56546,1680744306.42665
56577,1680744306.4267058
56844,1680744306.4380958
56871,1680744306.438144
56912,1680744306.4382122
56930,1680744306.4382489
57003,1680744306.438365
57114,1680744306.44702
57229,1680744306.4515488
57407,1680744306.455851
57584,1680744306.460207
57693,1680744306.4643588
57746,1680744306.468577
57768,1680744306.468617
58000,1680744306.4747992
58634,1680744306.4919329
58717,1680744306.4920619
58775,1680744306.4921548
58779,1680744306.492169
58793,1680744306.492197
58886,1680744306.4923398
58897,1680744306.492363
58970,1680744306.509929
59142,1680744306.514306
59472,1680744306.5229719
59541,1680744306.523081
59543,1680744306.523092
59578,1680744306.52315
59583,1680744306.523165
59642,1680744306.5319822
59864,1680744306.5363252
60293,1680744306.5532181
60315,1680744306.553262
60591,1680744306.553666
60652,1680744306.5537632
60662,1680744306.553785
60684,1680744306.553824
60742,1680744306.553917
61071,1680744306.579085
61162,1680744306.579225
61367,1680744306.5874481
61444,1680744306.591807
61607,1680744306.59636
61848,1680744306.604945
61921,1680744306.6050618
61938,1680744306.6050959
61988,1680744306.605175
62183,1680744306.616521
62192,1680744306.616543
62235,1680744306.6166139
62542,1680744306.628351
62789,1680744306.637034
62870,1680744306.637161
62924,1680744306.637247
62957,1680744306.637301
62959,1680744306.637311
63247,1680744306.6534002
63290,1680744306.65347
63297,1680744306.6534872
63322,1680744306.653534
63378,1680744306.653624
63399,1680744306.653662
63451,1680744306.6537442
63516,1680744306.6624708
63542,1680744306.663668
63768,1680744306.6683898
63861,1680744306.672579
63947,1680744306.676638
64036,1680744306.676781
64048,1680744306.680848
64091,1680744306.680925
64099,1680744306.6809442
64180,1680744306.6841779
64326,1680744306.688313
64331,1680744306.688329
64373,1680744306.688399
64762,1680744306.70116
64891,1680744306.709194
64919,1680744306.7092428
64940,1680744306.70928
65033,1680744306.709423
65120,1680744306.709557
65136,1680744306.717886
65172,1680744306.718563
65275,1680744306.720688
65380,1680744306.7246988
65386,1680744306.724715
65418,1680744306.724769
65492,1680744306.7291782
65502,1680744306.7292008
2,1680744306.7322292
207,1680744306.740177
217,1680744306.7402
222,1680744306.740282
397,1680744306.753546
413,1680744306.753579
575,1680744306.7644439
733,1680744306.771921
806,1680744306.779052
874,1680744306.77916
987,1680744306.7875578
999,1680744306.791232
1195,1680744306.798692
1248,1680744306.805685
1311,1680744306.805793
1320,1680744306.805814
1349,1680744306.8058639
1450,1680744306.8158689
1762,1680744306.830854
1781,1680744306.830892
1929,1680744306.8449159
1936,1680744306.844935
1963,1680744306.844981
1966,1680744306.844993
2066,1680744306.849973
2106,1680744306.851115
2144,1680744306.852194
2225,1680744306.854312
2621,1680744306.8627
2974,1680744306.879599
2987,1680744306.879628
3049,1680744306.8797271
3083,1680744306.879785
3327,1680744306.8801432
3548,1680744306.8982139
4097,1680744306.915562
4167,1680744306.915673
4192,1680744306.9157171
4213,1680744306.915754
4279,1680744306.915856
4674,1680744306.936308
4864,1680744306.940469
5011,1680744306.948947
5099,1680744306.949085
5139,1680744306.949151
5205,1680744306.949257
5268,1680744306.957386
5359,1680744306.959543
5483,1680744306.963688
5540,1680744306.963781
5610,1680744306.968317
5910,1680744306.9765189
5929,1680744306.976555
6424,1680744306.989716
6466,1680744306.9897861
6488,1680744306.99806
6517,1680744306.998111
6692,1680744307.004649
6718,1680744307.0046961
6777,1680744307.004791
7015,1680744307.012219
7301,1680744307.0204768
7648,1680744307.0287738
7676,1680744307.036858
8137,1680744307.0454872
8267,1680744307.054236
8368,1680744307.05439
8461,1680744307.062334
8684,1680744307.0669582
9084,1680744307.0841181
9095,1680744307.084144
9226,1680744307.084343
9302,1680744307.08446
9325,1680744307.084502
9493,1680744307.084756
9521,1680744307.084804
9603,1680744307.1010401
9630,1680744307.102145
9706,1680744307.104264
9812,1680744307.106452
9825,1680744307.1086779
9895,1680744307.11099
9896,1680744307.111
10235,1680744307.121133
10395,1680744307.121375
10412,1680744307.121408
10451,1680744307.129282
10491,1680744307.131469
10531,1680744307.131567
10551,1680744307.131606
10823,1680744307.141759
10879,1680744307.141851
10948,1680744307.141958
10997,1680744307.142036
11060,1680744307.150778
11100,1680744307.151863
11101,1680744307.151872
11153,1680744307.153496
11158,1680744307.153513
11255,1680744307.156227
11256,1680744307.156236
11292,1680744307.158227
11310,1680744307.159297
11383,1680744307.161381
11395,1680744307.161406
11471,1680744307.1645792
11641,1680744307.168763
11657,1680744307.1687942
11706,1680744307.168874
12747,1680744307.205914
12756,1680744307.2059362
12951,1680744307.206229
12976,1680744307.206274
13084,1680744307.206439
13100,1680744307.2064698
13142,1680744307.206539
13500,1680744307.207065
13523,1680744307.207106
13770,1680744307.2400022
13777,1680744307.240022
13883,1680744307.242979
14015,1680744307.247388
14252,1680744307.256402
14286,1680744307.256462
14404,1680744307.256643
14431,1680744307.25669
14520,1680744307.2659168
14594,1680744307.2681658
14633,1680744307.268231
14634,1680744307.26824
14770,1680744307.2737741
15117,1680744307.282803
15297,1680744307.291224
15327,1680744307.291276
15541,1680744307.299669
15616,1680744307.2997901
15786,1680744307.3059268
16026,1680744307.314616
16118,1680744307.314761
16146,1680744307.314812
16227,1680744307.315039
16447,1680744307.327232
16467,1680744307.331315
16690,1680744307.336011
16791,1680744307.340099
16809,1680744307.340137
17064,1680744307.3507788
17165,1680744307.35099
17326,1680744307.359335
17362,1680744307.3593972
17591,1680744307.36625
17601,1680744307.366276
17603,1680744307.366288
17633,1680744307.37044
17636,1680744307.371435
17774,1680744307.374707
17785,1680744307.374731
17833,1680744307.374809
17842,1680744307.374829
17874,1680744307.3790998
18107,1680744307.383646
18116,1680744307.38763
18148,1680744307.387699
18362,1680744307.392158
18527,1680744307.400511
18528,1680744307.4005241
18806,1680744307.408811
18852,1680744307.4088871
18925,1680744307.4131432
18948,1680744307.413186
19142,1680744307.418856
19247,1680744307.422949
19276,1680744307.423
19491,1680744307.429347
19866,1680744307.438804
19948,1680744307.447038
19964,1680744307.447074
20042,1680744307.447205
20162,1680744307.4555678
20229,1680744307.457707
20283,1680744307.460038
20355,1680744307.462121
20364,1680744307.462144
20439,1680744307.4655108
20539,1680744307.467825
20855,1680744307.476226
20912,1680744307.476319
21020,1680744307.484757
21371,1680744307.492981
21414,1680744307.493053
21492,1680744307.493174
21530,1680744307.5018392
21545,1680744307.5018728
21834,1680744307.511658
21949,1680744307.5118332
22007,1680744307.511925
22100,1680744307.520993
22160,1680744307.523131
22247,1680744307.5272388
22256,1680744307.5272598
22307,1680744307.527342
22336,1680744307.527393
22343,1680744307.527411
22356,1680744307.527437
22372,1680744307.53137
22436,1680744307.534749
22497,1680744307.5367959
22625,1680744307.5410712
22784,1680744307.545216
22871,1680744307.545352
22882,1680744307.54987
23210,1680744307.558354
23347,1680744307.558559
23362,1680744307.558589
23437,1680744307.566983
23545,1680744307.571161
23678,1680744307.575464
23731,1680744307.575552
23754,1680744307.575594
23864,1680744307.580757
23945,1680744307.585187
24226,1680744307.593527
24269,1680744307.5936
24286,1680744307.5936341
24375,1680744307.59377
24423,1680744307.593848
24474,1680744307.602876
24505,1680744307.603939
24836,1680744307.612316
24872,1680744307.6123781
24894,1680744307.6124191
24920,1680744307.6124659
25081,1680744307.62216
25234,1680744307.626356
25239,1680744307.6263711
25267,1680744307.626421
25336,1680744307.631559
25430,1680744307.6336799
25451,1680744307.6337202
25560,1680744307.6390662
25655,1680744307.639211
25667,1680744307.6392379
25854,1680744307.6465652
26322,1680744307.663651
26421,1680744307.66383
26578,1680744307.6640692
26626,1680744307.664147
26714,1680744307.664284
26825,1680744307.680843
27115,1680744307.6897438
27329,1680744307.697908
27399,1680744307.698022
27465,1680744307.698127
27507,1680744307.698196
27627,1680744307.707148
27684,1680744307.709166
27729,1680744307.711212
27860,1680744307.715483
28123,1680744307.723885
28601,1680744307.732605
28628,1680744307.741106
28640,1680744307.741132
28690,1680744307.7412128
28696,1680744307.741229
28883,1680744307.750272
28934,1680744307.751474
29317,1680744307.7600472
29388,1680744307.760158
29428,1680744307.768567
29793,1680744307.7769501
29836,1680744307.777022
30219,1680744307.789918
30459,1680744307.798065
30567,1680744307.798274
30589,1680744307.807128
30606,1680744307.8071601
30658,1680744307.807245
30790,1680744307.812313
30852,1680744307.8145149
30859,1680744307.814534
31170,1680744307.8246882
31171,1680744307.8246982
31292,1680744307.8248808
31367,1680744307.8335402
31414,1680744307.836015
31471,1680744307.836106
31704,1680744307.8454158
31730,1680744307.845463
31769,1680744307.845527
31796,1680744307.8455749
31907,1680744307.8457432
31934,1680744307.84579
32009,1680744307.8562508
32401,1680744307.8649971
32450,1680744307.865089
32473,1680744307.865131
32693,1680744307.8760362
32745,1680744307.8800251
32798,1680744307.8801122
32957,1680744307.8868842
33023,1680744307.886991
33215,1680744307.893227
33249,1680744307.8976152
33311,1680744307.8977149
33353,1680744307.902723
33550,1680744307.907084
33577,1680744307.9071329
33748,1680744307.913271
33945,1680744307.922028
34016,1680744307.922144
34078,1680744307.9222422
34160,1680744307.922369
34253,1680744307.931489
34380,1680744307.936436
34511,1680744307.94062
34531,1680744307.9406579
34739,1680744307.946947
34782,1680744307.947021
34805,1680744307.951469
35150,1680744307.960122
35316,1680744307.9684649
35325,1680744307.968489
35339,1680744307.968517
35539,1680744307.968821
35711,1680744307.980009
35714,1680744307.980022
35808,1680744307.9843829
35948,1680744307.988804
36016,1680744307.9889128
36070,1680744307.993112
36091,1680744307.993152
36176,1680744307.9962509
36421,1680744308.005304
36506,1680744308.0054379
36650,1680744308.013497
36702,1680744308.013599
36852,1680744308.020082
36979,1680744308.02436
37070,1680744308.024502
37120,1680744308.0284858
37428,1680744308.0368268
37523,1680744308.0369742
37683,1680744308.045246
37753,1680744308.049571
37762,1680744308.0495942
37821,1680744308.0497742
37855,1680744308.049836
37861,1680744308.0498528
37904,1680744308.0550568
38003,1680744308.057371
38004,1680744308.0573802
38040,1680744308.059362
38137,1680744308.061491
38700,1680744308.078469
38737,1680744308.078532
38821,1680744308.078662
38828,1680744308.078679
38845,1680744308.0787132
38884,1680744308.078777
38901,1680744308.078809
38928,1680744308.078858
38963,1680744308.078917
39048,1680744308.079051
39157,1680744308.096433
39555,1680744308.1056068
39583,1680744308.105657
39636,1680744308.105742
39699,1680744308.113735
39817,1680744308.118089
39859,1680744308.118161
40020,1680744308.1245792
40107,1680744308.1285539
40121,1680744308.128583
40414,1680744308.1358871
40422,1680744308.139814
40493,1680744308.1399271
40649,1680744308.146338
40752,1680744308.151018
40801,1680744308.151099
40920,1680744308.155607
40922,1680744308.155618
41144,1680744308.1609678
41180,1680744308.165164
41278,1680744308.1653178
41723,1680744308.176039
42036,1680744308.192728
42070,1680744308.192789
42514,1680744308.209971
42704,1680744308.210253
43105,1680744308.223361
43289,1680744308.2318022
43375,1680744308.231939
43408,1680744308.240163
43508,1680744308.240315
43635,1680744308.2464252
43734,1680744308.2506108
43806,1680744308.250725
43857,1680744308.2548301
44145,1680744308.263677
44280,1680744308.2638872
44614,1680744308.276893
44615,1680744308.276903
44759,1680744308.28542
44834,1680744308.2855392
44905,1680744308.289726
45046,1680744308.294017
45303,1680744308.30226
45357,1680744308.3023481
45513,1680744308.310583
45652,1680744308.3149052
45782,1680744308.319106
45860,1680744308.319227
46094,1680744308.3297422
46239,1680744308.329961
46261,1680744308.330003
46350,1680744308.3384871
46511,1680744308.342607
46565,1680744308.342695
46572,1680744308.342713
